,Day of Week_Friday,Day of Week_Saturday,Day of Week_Sunday,Day of Week_Thursday,Day of Week_Tuesday,Day of Week_Wednesday,Genre_action,Genre_adventure,Genre_animation,Genre_biography,Genre_comedy,Genre_crime,Genre_documentary,Genre_drama,Genre_fantasy,Genre_horror,Genre_musical,Genre_mystery,Genre_romance,Genre_sci-fi,Genre_thriller,Studio_encoded,Director_encoded,Studio_encoded,Director_encoded,Adjusted Gross ($mill),Budget ($mill),Gross ($mill),IMDb Rating,MovieLens Rating,Runtime (min),Year,Month,Day
0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15296052631578946,0.004934210526315789,0.15296052631578946,0.004934210526315789,-0.7820917488872211,1.3058578564950694,-0.8179824184489705,0.021692018965033675,-0.6081951402042757,0.5275786969860485,1.2152721675091982,-0.8226754400979653,0.7444456143063439
1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15296052631578946,0.001644736842105263,0.15296052631578946,0.001644736842105263,-0.7773041735731552,-0.4457942395580543,-0.813338443769058,0.021692018965033675,-0.6081951402042757,0.613934289331591,1.105187918724099,-1.4680775918135305,-0.23050954670228752
2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009868421052631578,0.001644736842105263,0.009868421052631578,0.001644736842105263,-0.770692760044207,0.12686125338238996,-0.8021155049592693,-0.99282702186117,-0.6081951402042757,0.35486751229496355,1.105187918724099,0.1454277874753824,-0.10864015157620859
3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1069078947368421,0.006578947368421052,0.1069078947368421,0.006578947368421052,-0.7668171038375823,-0.8500216463395445,-0.8199174078989341,0.021692018965033675,1.1781944503474138,-0.3791550226421474,0.8850194211539008,-1.4680775918135305,0.013229243549870354
4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1069078947368421,0.009868421052631578,0.1069078947368421,0.009868421052631578,-0.7647652858458398,0.969001684177161,-0.805211488079211,1.0362110597912373,1.1781944503474138,0.5707564931588197,0.9951036699389999,-0.49997436424018277,1.4756619850628176
5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1069078947368421,0.001644736842105263,0.1069078947368421,0.001644736842105263,-0.757697912763171,-0.20999491893551844,-0.7804436231196774,-0.99282702186117,-0.6081951402042757,0.7002898816771335,1.105187918724099,0.7908299391909476,0.1350986386759493
6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15296052631578946,0.004934210526315789,0.15296052631578946,0.004934210526315789,-0.755190135217708,-0.715279177412381,-0.7761866463297575,-0.99282702186117,-0.6081951402042757,0.3116897161221923,1.105187918724099,1.4362320909065127,1.1100537996845807
7,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1299342105263158,0.001644736842105263,0.1299342105263158,0.001644736842105263,-0.7515424587879435,-0.12578087585604134,-0.7947625450494078,0.021692018965033675,-0.6081951402042757,-0.12008824560551999,0.8850194211539008,-1.790778667671313,-0.7179871272066033
8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1299342105263158,0.001644736842105263,0.1299342105263158,0.001644736842105263,-0.7492626610193406,-0.37842300509447263,-0.7661247011899471,-0.99282702186117,-0.6081951402042757,-1.1131775575792584,1.105187918724099,0.7908299391909476,-0.7179871272066033
9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.10197368421052631,0.001644736842105263,0.10197368421052631,0.001644736842105263,-0.7440191261515542,-1.473205565127675,-0.7990195218393276,-0.99282702186117,-0.6081951402042757,-1.4585999269614283,0.7749351723688016,0.7908299391909476,0.6225762191802651
10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15296052631578946,0.003289473684210526,0.15296052631578946,0.003289473684210526,-0.7415113486060911,-0.20999491893551844,-0.8199174078989341,-2.0073460626873736,-2.394584730755965,-1.6313111116525132,0.6648509235837026,1.4362320909065127,0.1350986386759493
11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009868421052631578,0.001644736842105263,0.009868421052631578,0.001644736842105263,-0.739003571060628,-1.3047774789687208,-0.7487097961402751,1.0362110597912373,1.1781944503474138,-0.16326604177829124,1.105187918724099,1.1135310150487303,1.4756619850628176
12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003289473684210526,0.009868421052631578,0.003289473684210526,0.009868421052631578,-0.7385476115069074,-0.2942089620149955,-0.8249483804688392,0.021692018965033675,-0.6081951402042757,0.13897853143110742,0.44468242601350433,1.4362320909065127,1.1100537996845807
13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008223684210526315,0.001644736842105263,0.008223684210526315,0.001644736842105263,-0.7376356923994662,-0.9342356894190215,-0.7889575766995172,0.021692018965033675,-0.6081951402042757,-0.854110780542631,0.7749351723688016,-0.1772732883824002,-0.9617259174587611
14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1069078947368421,0.001644736842105263,0.1069078947368421,0.001644736842105263,-0.734215995746562,-0.5468510912534269,-0.8083074711991527,-0.99282702186117,-0.6081951402042757,0.6571120855043622,0.6648509235837026,0.1454277874753824,-0.35237894182836643
15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1069078947368421,0.004934210526315789,0.1069078947368421,0.004934210526315789,-0.7335320564159813,-0.6310651343329039,-0.7533537708201875,1.0362110597912373,1.1781944503474138,0.7002898816771335,0.9951036699389999,0.7908299391909476,-0.5961177320805243
16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15296052631578946,0.004934210526315789,0.15296052631578946,0.004934210526315789,-0.7328481170854004,-0.9847641152667078,-0.8191434121189486,1.0362110597912373,1.1781944503474138,-0.7245773920243173,0.5547666747986034,0.1454277874753824,-0.23050954670228752
17,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1299342105263158,0.001644736842105263,0.1299342105263158,0.001644736842105263,-0.7326201373085401,-0.715279177412381,-0.7378738552204791,0.021692018965033675,-0.6081951402042757,-0.508688411160461,1.105187918724099,-1.790778667671313,1.4756619850628176
18,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1069078947368421,0.006578947368421052,0.1069078947368421,0.006578947368421052,-0.7323921575316799,-0.37842300509447263,-0.7804436231196774,1.0362110597912373,1.1781944503474138,-0.07691044943274876,0.7749351723688016,-1.4680775918135305,-0.5961177320805243
19,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10197368421052631,0.001644736842105263,0.10197368421052631,0.001644736842105263,-0.7273766024407536,-0.5468510912534269,-0.7552887602701511,0.021692018965033675,-0.6081951402042757,0.5275786969860485,0.8850194211539008,1.4362320909065127,0.6225762191802651
20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1069078947368421,0.006578947368421052,0.1069078947368421,0.006578947368421052,-0.7248688248952906,-0.20999491893551844,-0.7684466885299034,-0.99282702186117,-0.6081951402042757,-0.03373265325997753,0.7749351723688016,-1.790778667671313,-0.5961177320805243
21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1069078947368421,0.001644736842105263,0.1069078947368421,0.001644736842105263,-0.7239569057878494,-0.9173928808031261,-0.8055984859692037,0.021692018965033675,-0.6081951402042757,-0.9404663728881735,0.5547666747986034,-0.1772732883824002,0.9881844045585019
22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1069078947368421,0.001644736842105263,0.1069078947368421,0.001644736842105263,-0.7216771080192466,-1.237406244505139,-0.7634157159599981,-0.99282702186117,-0.6081951402042757,-1.1131775575792584,0.7749351723688016,-0.49997436424018277,0.9881844045585019
23,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15296052631578946,0.001644736842105263,0.15296052631578946,0.001644736842105263,-0.7207651889118055,-1.1363493928097665,-0.7618677244000273,1.0362110597912373,1.1781944503474138,1.2184234357503883,0.7749351723688016,0.1454277874753824,-0.7179871272066033
24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15296052631578946,0.006578947368421052,0.15296052631578946,0.006578947368421052,-0.7162055933745999,-0.46263704817394974,-0.7804436231196774,0.021692018965033675,-0.6081951402042757,-0.9836441690609447,0.6648509235837026,1.1135310150487303,-1.327334102836998
25,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10197368421052631,0.001644736842105263,0.10197368421052631,0.001644736842105263,-0.7162055933745999,-0.715279177412381,-0.7243289290707342,-0.99282702186117,-0.6081951402042757,-1.2858887422703433,0.9951036699389999,-2.113479743529096,1.1100537996845807
26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.003289473684210526,0.02631578947368421,0.003289473684210526,-0.7132418562754163,-0.2942089620149955,-0.8164344268889996,0.021692018965033675,-0.6081951402042757,-0.03373265325997753,0.3345981772284052,-0.1772732883824002,0.5007068240541861
27,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15296052631578946,0.008223684210526315,0.15296052631578946,0.008223684210526315,-0.7127858967216957,1.811142114971932,-0.7490967940302677,-0.99282702186117,-0.6081951402042757,-0.16326604177829124,0.7749351723688016,-0.49997436424018277,0.1350986386759493
28,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13980263157894737,0.003289473684210526,0.13980263157894737,0.003289473684210526,-0.7107340787299532,-0.24368053616730928,-0.7823786125696409,1.0362110597912373,1.1781944503474138,2.038801563033042,0.44468242601350433,1.1135310150487303,1.2319231948106597
29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.01644736842105263,0.003289473684210526,0.01644736842105263,0.003289473684210526,-0.7100501393993723,-1.0521353497302894,-0.7843136020196045,1.0362110597912373,1.1781944503474138,-0.2496216341238337,0.5547666747986034,0.1454277874753824,-0.23050954670228752
30,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13980263157894737,0.003289473684210526,0.13980263157894737,0.003289473684210526,-0.7077703416307695,-0.833178837723649,-0.7103970050309966,0.021692018965033675,1.1781944503474138,-0.03373265325997753,0.9951036699389999,-0.49997436424018277,1.4756619850628176
31,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15296052631578946,0.004934210526315789,0.15296052631578946,0.004934210526315789,-0.7075423618539092,1.1374297703361151,-0.7668986969699325,0.021692018965033675,-0.6081951402042757,-0.3791550226421474,0.6648509235837026,-0.1772732883824002,-0.23050954670228752
32,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15296052631578946,0.003289473684210526,0.15296052631578946,0.003289473684210526,-0.7066304427464681,-0.20999491893551844,-0.7761866463297575,-0.99282702186117,-0.6081951402042757,-0.8109329843698597,0.44468242601350433,1.4362320909065127,1.1100537996845807
33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15296052631578946,0.004934210526315789,0.15296052631578946,0.004934210526315789,-0.7045786247547255,-0.6815935601805903,-0.76225472229002,-0.99282702186117,-0.6081951402042757,0.3116897161221923,0.6648509235837026,-1.790778667671313,-0.4742483369544454
34,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1299342105263158,0.003289473684210526,0.1299342105263158,0.003289473684210526,-0.7018428674324021,0.16896827492212851,-0.7715426716498451,0.021692018965033675,-0.6081951402042757,0.9593566587137609,0.5547666747986034,-0.1772732883824002,-1.8148116833413137
35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001644736842105263,0.001644736842105263,0.001644736842105263,0.001644736842105263,-0.695915393234035,-0.2942089620149955,-0.722006941730778,-0.99282702186117,-0.6081951402042757,-0.854110780542631,0.7749351723688016,1.1135310150487303,-0.5961177320805243
36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15296052631578946,0.001644736842105263,0.15296052631578946,0.001644736842105263,-0.6943195347960128,-0.8079146247998059,-0.7011090556711714,1.0362110597912373,1.1781944503474138,0.09580073525833617,0.8850194211539008,0.7908299391909476,-0.4742483369544454
37,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1069078947368421,0.001644736842105263,0.1069078947368421,0.001644736842105263,-0.6938635752422924,0.2952893395413442,-0.7185239607208435,-0.99282702186117,-0.6081951402042757,0.05262293908556494,0.7749351723688016,-2.113479743529096,-0.23050954670228752
38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1299342105263158,0.003289473684210526,0.1299342105263158,0.003289473684210526,-0.6915837774736895,-0.6815935601805903,-0.8067594796391818,-0.99282702186117,-0.6081951402042757,-0.508688411160461,0.2245139284433061,-0.49997436424018277,-1.6929422882152347
39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1069078947368421,0.006578947368421052,0.1069078947368421,0.006578947368421052,-0.6913557976968293,-0.12578087585604134,-0.8063724817491892,0.021692018965033675,1.1781944503474138,0.8730010663682184,0.2245139284433061,1.4362320909065127,-0.9617259174587611
